user_id,engagement_rate,conversion_rate,is_post_launch
1,0.1794109991922316,0.138525453024958,False
2,0.06294361491166917,0.04242193983630609,False
3,0.4343684847021109,0.28531860309852475,False
4,0.18722062137266593,0.09984197659489237,False
5,0.12219769760717751,0.11494531640135967,False
6,0.5344253895379224,0.0429259864112809,False
7,0.6344183378720712,0.10504851869679177,False
8,0.49215592560459587,0.14172450972340705,False
9,0.4504088358950046,0.41724701254449914,False
10,0.04012573350141474,0.10566347141579309,False
11,0.3128676023526586,0.06893774019774135,False
12,0.370720619178656,0.0018749127141868295,False
13,0.638216767534657,0.5104337199195366,False
14,0.08412693540467504,0.15018901073542454,False
15,0.2889266545507374,0.05650798856791066,False
16,0.18836351618962183,0.10329696647185682,False
17,0.2865065618392589,0.057814999150798456,False
18,0.153637984674964,0.24850335699393497,False
19,0.21207617371743262,0.06771867078373413,False
20,0.36054391976345707,0.11230070368033267,False
21,0.2418534323018192,0.2059849248852753,False
22,0.5807271735381359,0.18179649804546846,False
23,0.11487978027841377,0.0563218721951946,False
24,0.29182784124581285,0.06961591367713948,False
25,0.4804860798208507,0.04241796924361604,False
26,0.1335899921234164,0.06631023167927245,False
27,0.27589581195970153,0.2709376000300827,False
28,0.19368249083821543,0.20360423286570878,False
29,0.35128772312355716,0.0024401583834664756,False
30,0.48254187619418315,0.014988380279913996,False
31,0.6680409602435838,0.05835002649023834,False
32,0.15898190633522694,0.14489261593002234,False
33,0.43754862309081183,0.01294945126553989,False
34,0.3827368362734636,0.4372888997316575,False
35,0.22702393512698127,0.012577797720297592,False
36,0.5744770091672864,0.21450226011378393,False
37,0.3614529776068009,0.00158715187732248,False
38,0.5051531474908846,0.22524970571886765,False
39,0.5115719876492344,0.149936265188098,False
40,0.26494286319455584,0.1991835850883829,False
41,0.23135008550358122,0.024026978757279265,False
42,0.45497691401121393,0.06822707281766603,False
43,0.19839245312858525,0.34776348601623874,False
44,0.18402153041461874,0.0667992749531353,False
45,0.38381824491583294,0.16846801977390233,False
46,0.6044256272080136,0.049443302018708175,False
47,0.5966870341636396,0.06715665331050326,False
48,0.16988629415121492,0.11071371995895107,False
49,0.2753950125293078,0.37271541405926994,False
50,0.1699323136674095,0.10241710209519823,False
51,0.22471709105385376,0.09199889748480175,False
52,0.28397289206673354,0.20100450317657081,False
53,0.3453825330066061,0.043400251778293784,False
54,0.5556956392679048,0.008051543401669676,False
55,0.5659053938651201,0.12909448224967465,False
56,0.13512758928894514,0.34371578766254157,False
57,0.6067746347855635,0.0267828614105636,False
58,0.30041315583452693,0.4544693299106738,False
59,0.3297895923108428,0.27847221632788455,False
60,0.37045353097195716,0.0708469471136774,False
61,0.37691361111276556,0.07170757062304013,False
62,0.1003213451366894,0.10777754228062363,False
63,0.5118636827288072,0.19766573970760862,False
64,0.2708644448113436,0.2615310972418291,False
65,0.18881929194010483,0.0506694909040395,False
66,0.3354864772348739,0.12004649798424598,False
67,0.5769632362012391,0.023180998421041876,False
68,0.3664026210307528,0.14424915569771657,False
69,0.3110955196055286,0.04760432597246084,False
70,0.16810087466518137,0.05005409691768798,False
71,0.32377423514748754,0.20502942928178042,False
72,0.5372930804288737,0.28551987675249063,False
73,0.42851788803300045,0.018407336632013164,False
74,0.0843439753530561,0.5079656810382285,False
75,0.09623398791654023,0.16167836685755563,False
76,0.22384176236298606,0.10055203212128012,False
77,0.5259577997925312,0.08863058697203009,False
78,0.4702465504779133,0.20420730611279006,False
79,0.37485344704456347,0.03235761385922178,False
80,0.16822723914788237,0.08520430954530364,False
81,0.5240967857269078,0.08965879599420351,False
82,0.6504314992632954,0.10459670697567061,False
83,0.21832312378153015,0.12326155106487797,False
84,0.3706948251792852,0.04765293722243686,False
85,0.34428429718040404,0.338748874613599,False
86,0.23921871934289995,0.11474981647671029,False
87,0.41766754482564905,0.07498437856887732,False
88,0.5857841500904304,0.34643980672622243,False
89,0.5433637652353619,0.019753056597287863,False
90,0.6741557551951936,0.10786754538495347,False
91,0.49201623282666856,0.09125518899750834,False
92,0.5795004489584196,0.050504530888787875,False
93,0.489567191149001,0.053889256415420674,False
94,0.44416030464647555,0.3396115098685479,False
95,0.4025032090457431,0.15210687536270853,False
96,0.3678918109670657,0.15916808455708092,False
97,0.24092757091989647,0.1035789613446714,False
98,0.3417834388834968,0.3242420943994732,False
99,0.49326345713695696,0.007628927563892497,False
100,0.3005482083087198,0.07260972649074204,False
101,0.46245322167651587,0.3510839318656931,False
102,0.20979100018649716,0.04529060655870117,False
103,0.3339100322794684,0.10617205720601003,False
104,0.12526216177483573,0.0294036945780227,False
105,0.3775505369613243,0.18099017728335828,False
106,0.646922364858453,0.0312643610886488,False
107,0.5948669237673242,0.052038528949623686,False
108,0.08300709229212719,0.19814222549462235,False
109,0.6534125565903717,0.2672759308150346,False
110,0.26975737240479974,0.04708982660342817,False
111,0.4558452420272018,0.12911529028651267,False
112,0.38391952460556444,0.23473949770993124,False
113,0.28616351833006176,0.12048053475494015,False
114,0.09126161952907022,0.18433619519638553,False
115,0.20399871727288293,0.2109893264868703,False
116,0.3203222790146724,0.036828655170988066,False
117,0.24795543573194628,0.2754587209878256,False
118,0.1848722274050045,0.09056601832633307,False
119,0.48841802044704313,0.07179432428440276,False
120,0.14504257909993384,0.20285282411104838,False
121,0.25290276529887895,0.13061244152942236,False
122,0.5963930415261404,0.039598178953246,False
123,0.7238004901801613,0.131697197830739,False
124,0.22799765780171116,0.17566739964121755,False
125,0.37920921667238583,0.02733133200933281,False
126,0.15277233342672494,0.1514699566384078,False
127,0.4841180248258803,0.1381892785285558,False
128,0.6078079759200203,0.13711320384285114,False
129,0.461021001349799,0.01689429749719071,False
130,0.32044677807252037,0.3315165387642456,False
131,0.3020735056595899,0.08631299570485103,False
132,0.23733999833118855,0.054018830618546045,False
133,0.18716654098275046,0.16933847141685499,False
134,0.6621178437411377,0.0442924993592293,False
135,0.19228041839629173,0.27692263020169666,False
136,0.4493751995041807,0.0637822534112552,False
137,0.2304637596570193,0.49824734495404965,False
138,0.18593783989887097,0.09591752802223183,False
139,0.23706761742898702,0.10608381017405448,False
140,0.690155936203489,0.0719231738917362,False
141,0.13142719404651373,0.02123324316611045,False
142,0.4938961782760784,0.06652879963082352,False
143,0.14929916191141296,0.0544262407082944,False
144,0.5567732562511366,0.41136111741800946,False
145,0.5053320737157041,0.32589217098333334,False
146,0.267718626506329,0.07335713987162776,False
147,0.08640615186355066,0.1376577869599161,False
148,0.40455850656797404,0.08788257372946488,False
149,0.408138671999668,0.2938317636899706,False
150,0.47896280246172285,0.10705731998542131,False
151,0.12073290886840574,0.03359196747352849,False
152,0.32741790348786326,0.060598715280693,False
153,0.08598489243910429,0.12765847689244306,False
154,0.36676997719641263,0.031185248613636612,False
155,0.34571624217643154,0.028073293198370673,False
156,0.5695093827238665,0.025804059392078183,False
157,0.3083894216508412,0.08820999301970403,False
158,0.3697978806815384,0.25582361679731785,False
159,0.2423917878127803,0.07327513102509901,False
160,0.08089591550787568,0.08458238394987613,False
161,0.4330046758614848,0.05323681793010165,False
162,0.08945865745060268,0.22989123464552463,False
163,0.3601332210859253,0.06644198673986793,False
164,0.2051671788833027,0.05035677949318451,False
165,0.15116978671578044,0.06189094370325591,False
166,0.247215291908731,0.17798893421870368,False
167,0.3188393364310699,0.20123217880732966,False
168,0.40177420958273213,0.1068251430843427,False
169,0.4107781075990979,0.06371698173891274,False
170,0.3305973431865793,0.10936936943504731,False
171,0.3635829978030898,0.04136329456817076,False
172,0.4680806250495972,0.08938397847222337,False
173,0.3957399604555472,0.0895588837330238,False
174,0.2568656938663003,0.14805784498094618,False
175,0.19498487240144086,0.05306963635342597,False
176,0.17105477881178469,0.19351417645118382,False
177,0.13464603370545974,0.08261652363676027,False
178,0.28139776869294636,0.24738969916053377,False
179,0.23657179286017646,0.14765442118532676,False
180,0.708209643963994,0.04597377795573529,False
181,0.7580488679837463,0.08038144941150215,False
182,0.22147017841837927,0.23684679269322123,False
183,0.475791747286043,0.07075250922545939,False
184,0.24823423000508926,0.05966752643528669,False
185,0.19078231560337325,0.1149015761272018,False
186,0.2906529586956032,0.2137375873298272,False
187,0.5825896446082198,0.15872021647710033,False
188,0.2425911015224318,0.12941777076607586,False
189,0.6603569077439736,0.008883328011042455,False
190,0.22934756179216173,0.18031960641392566,False
191,0.4295050555947228,0.22828540763377744,False
192,0.41999235343273383,0.038374728642273384,False
193,0.3286086745092242,0.28622631584807867,False
194,0.039394633110991666,0.03804893964861503,False
195,0.6556793138918005,0.2426710922666528,False
196,0.4908561167373995,0.10563795674743587,False
197,0.23541879590654038,0.04660337259563539,False
198,0.47412658410134007,0.17811312545669217,False
199,0.08909347923014922,0.2281085361818429,False
200,0.5405828630844464,0.3925312046469755,False
201,0.1285728015058673,0.231983707781025,False
202,0.6046822027770049,0.1724968398778074,False
203,0.18317120865566938,0.008814148267434875,False
204,0.435719941214058,0.057177889938926856,False
205,0.4096960375153105,0.007269961300979876,False
206,0.11430864253171338,0.1036550579985178,False
207,0.1859201869274233,0.19087781547364385,False
208,0.2373043854078945,0.01355562062673624,False
209,0.39417995337544914,0.11709069193845403,False
210,0.3858253273049383,0.2791661815605097,False
211,0.4504024816922436,0.15557499900863483,False
212,0.20856672589796488,0.04099291255667417,False
213,0.3768877279458735,0.010160033202650312,False
214,0.19123582172602818,0.10826739926316506,False
215,0.5175144797290087,0.1296853098997629,False
216,0.2738931100819664,0.21793557035784408,False
217,0.2814399854767259,0.1546395352675706,False
218,0.5326904262034198,0.04691841391351304,False
219,0.23535506958847224,0.21068122665974678,False
220,0.5667620458952063,0.08144515484775623,False
221,0.7199019726965326,0.008144303430225219,False
222,0.0492773948921599,0.04107340825412208,False
223,0.315279794307148,0.18291243274171917,False
224,0.39790561016508014,0.10471129055981432,False
225,0.3142713286136833,0.3676898735902294,False
226,0.06393104574548038,0.01616008563585135,False
227,0.3057324146711428,0.032602468979596004,False
228,0.33511967533869486,0.03221903933244177,False
229,0.35447569163231374,0.0704425934974016,False
230,0.6158959937350649,0.4082045047964266,False
231,0.35676458376174724,0.09620058153449912,False
232,0.18243277967988442,0.01927310209043074,False
233,0.31768878130038863,0.016337725980638765,False
234,0.4046630852559296,0.13306084957802178,False
235,0.49400983177423163,0.058746027443430195,False
236,0.12812660512184273,0.06063921386534524,False
237,0.3524748135836289,0.0746726959694208,False
238,0.14673323145834236,0.031266132907432194,False
239,0.3524830275605902,0.05355739887690631,False
240,0.2574834210794554,0.2075004344584903,False
241,0.3981534342024024,0.22316159012181833,False
242,0.36151512202113123,0.10022273434005045,False
243,0.3874329029200212,0.2623564012520675,False
244,0.45361492864392183,0.04189321833554798,False
245,0.34424382194717956,0.055717203970318284,False
246,0.5486730385510179,0.18966053572561406,False
247,0.20663423099025216,0.16054446977242764,False
248,0.34784560259290426,0.10214642436846344,False
249,0.31677913863653595,0.11522153765419044,False
250,0.5819039287603198,0.042375716050684124,False
251,0.18915498899114666,0.05445999438843449,False
252,0.43260623730744396,0.14317307842454668,False
253,0.5104320884321689,0.1507104781103287,False
254,0.5521775604686276,0.03660371688908661,False
255,0.52235003374699,0.16843767842021778,False
256,0.258263768096449,0.05702173979057581,False
257,0.5730982498187585,0.09844642705358062,False
258,0.2855669112055394,0.04996182550482677,False
259,0.24481714079709727,0.17865437383227115,False
260,0.4060016793493631,0.11428903165115324,False
261,0.017477378091979176,0.13225733080273286,False
262,0.37057441864868995,0.07934984070069007,False
263,0.41471062138583,0.36865282240369907,False
264,0.3769023146178236,0.21002028741026127,False
265,0.22648712256084239,0.06216486842921959,False
266,0.5618035178285063,0.3171733390035178,False
267,0.09005220874892081,0.11610231409394961,False
268,0.3018653879288788,0.30465032847581575,False
269,0.6186519928890879,0.26842299114949064,False
270,0.31802352351007895,0.1363649719226182,False
271,0.3750279819673287,0.10945649099884601,False
272,0.19285557908262663,0.07617044945067145,False
273,0.599136698519458,0.38481135649532033,False
274,0.44814091940119,0.16997741732809998,False
275,0.45266865498713377,0.05231277633525915,False
276,0.3383443530771988,0.3184632710725972,False
